Map,Winner,Team1StartingSide,Team2StartingSide,AverageACSTeam1,AverageACSTeam2,AverageKillsTeam1,AverageKillsTeam2,TotalFKTeam1,TotalFKTeam2,TotalFDTeam1,TotalFDTeam2,TotalKillsTeam1,TotalKillsTeam2,TotalDeathsTeam1,TotalDeathsTeam2,TotalFKFDTeam1,TotalFKFDTeam2,EntryFKFDTeam1,EntryFKFDTeam2,HsPercentageTeam1,HsPercentageTeam2
Fracture,1,T,CT,223.6,198.8,16.8,14.2,12,9,9,12,84,71,72,84,3,-3,0.6,-0.6,20.0,20.8
Breeze,-1,CT,T,163.6,222.0,9.6,14.4,7,11,11,7,48,72,72,48,-4,4,-0.8,0.8,23.2,21.8
Ascent,-1,T,CT,166.0,235.2,9.6,15.2,5,13,13,5,48,76,76,48,-8,8,-1.6,1.6,26.8,18.8
Breeze,-1,CT,T,201.6,208.0,15.2,17.4,14,9,9,14,76,87,87,76,5,-5,1.0,-1.0,22.0,25.6
Ascent,1,CT,T,205.6,179.8,16.6,14.0,13,10,10,13,83,70,70,83,3,-3,0.6,-0.6,20.2,20.4
Fracture,1,T,CT,246.4,220.4,17.8,14.8,12,8,8,12,89,74,74,89,4,-4,0.8,-0.8,18.8,21.0
Haven,-1,T,CT,170.4,233.2,9.6,14.8,4,13,13,4,48,74,74,48,-9,9,-1.8,1.8,24.6,22.0
Split,1,T,CT,197.0,167.6,17.0,13.6,14,10,10,14,85,68,68,85,4,-4,0.8,-0.8,18.0,16.2
Ascent,-1,T,CT,150.0,234.8,6.8,13.2,4,11,11,4,34,66,66,34,-7,7,-1.4,1.4,17.8,17.4
Icebox,1,CT,T,214.8,207.4,24.4,23.0,15,17,17,15,122,115,115,122,-2,2,-0.4,0.4,32.8,26.0
Haven,1,CT,T,239.6,169.0,15.8,9.8,11,7,7,11,79,49,49,79,4,-4,0.8,-0.8,30.4,17.2
Split,1,T,CT,215.2,197.0,17.6,15.4,10,13,13,10,88,77,77,88,-3,3,-0.6,0.6,24.6,18.2
Ascent,1,T,CT,218.0,178.4,16.6,13.2,17,5,5,17,83,66,66,83,12,-12,2.4,-2.4,24.8,24.2
Icebox,-1,CT,T,199.4,233.2,14.8,18.2,8,14,14,8,74,91,91,74,-6,6,-1.2,1.2,16.4,25.8
Breeze,-1,T,CT,149.0,248.8,6.4,14.4,4,11,11,4,32,72,72,32,-7,7,-1.4,1.4,22.4,28.2
Split,1,CT,T,221.0,169.8,16.0,11.4,13,7,7,13,80,57,57,80,6,-6,1.2,-1.2,25.6,29.2
Haven,-1,T,CT,181.8,189.2,15.4,15.8,9,15,15,9,77,79,79,77,-6,6,-1.2,1.2,21.4,33.4
Icebox,1,CT,T,214.8,207.4,24.4,23.0,15,17,17,15,122,115,115,122,-2,2,-0.4,0.4,32.8,26.0
Haven,1,CT,T,239.6,169.0,15.8,9.8,11,7,7,11,79,49,49,79,4,-4,0.8,-0.8,30.4,17.2
Split,1,T,CT,215.2,197.0,17.6,15.4,10,13,13,10,88,77,77,88,-3,3,-0.6,0.6,24.6,18.2
Haven,-1,T,CT,170.4,233.2,9.6,14.8,4,13,13,4,48,74,74,48,-9,9,-1.8,1.8,24.6,22.0
Split,1,T,CT,197.0,167.6,17.0,13.6,14,10,10,14,85,68,68,85,4,-4,0.8,-0.8,18.0,16.2
Ascent,-1,T,CT,150.0,234.8,6.8,13.2,4,11,11,4,34,66,66,34,-7,7,-1.4,1.4,17.8,17.4
Split,1,CT,T,196.2,174.6,16.2,14.2,15,8,8,15,81,71,71,81,7,-7,1.4,-1.4,26.2,30.4
Bind,1,CT,T,235.2,172.4,14.6,9.4,13,4,4,13,73,47,47,73,9,-9,1.8,-1.8,20.0,33.0
Breeze,-1,CT,T,201.6,208.0,15.2,17.4,14,9,9,14,76,87,87,76,5,-5,1.0,-1.0,22.0,25.6
Ascent,1,CT,T,205.6,179.8,16.6,14.0,13,10,10,13,83,70,70,83,3,-3,0.6,-0.6,20.2,20.4
Fracture,1,T,CT,246.4,220.4,17.8,14.8,12,8,8,12,89,74,74,89,4,-4,0.8,-0.8,18.8,21.0
Fracture,1,CT,T,206.8,203.0,17.2,16.8,6,18,18,6,86,84,84,86,-12,12,-2.4,2.4,22.0,20.4
Bind,1,T,CT,214.4,196.8,14.0,12.4,11,8,8,11,70,62,62,70,3,-3,0.6,-0.6,22.4,26.0
Split,-1,CT,T,191.4,221.4,14.4,17.4,11,11,11,11,72,87,87,72,0,0,0.0,0.0,33.8,38.8
Icebox,1,T,CT,205.8,195.4,20.4,18.4,12,16,16,12,102,92,92,102,-4,4,-0.8,0.8,26.2,33.4
Haven,-1,CT,T,181.8,194.6,12.6,14.4,9,12,12,9,63,72,72,63,-3,3,-0.6,0.6,26.4,24.8
Fracture,1,CT,T,205.2,201.0,16.4,16.8,12,12,12,12,82,84,84,82,0,0,0.0,0.0,26.4,25.4
Bind,-1,T,CT,188.2,217.8,13.4,16.0,8,13,13,8,67,80,80,67,-5,5,-1.0,1.0,24.6,23.0
Split,1,CT,T,201.8,205.2,30.4,30.4,23,21,21,23,152,152,152,152,2,-2,0.4,-0.4,22.0,24.8
Split,1,CT,T,211.6,189.2,16.6,15.0,12,11,11,12,83,75,75,83,1,-1,0.2,-0.2,21.6,24.8
Haven,1,CT,T,195.2,168.2,14.4,13.0,13,9,9,13,72,65,65,72,4,-4,0.8,-0.8,26.4,27.4
Split,-1,T,CT,159.0,263.0,6.2,13.2,5,8,8,5,31,66,66,31,-3,3,-0.6,0.6,20.0,26.0
Haven,-1,CT,T,210.4,208.6,17.4,16.6,13,10,10,13,87,83,83,87,3,-3,0.6,-0.6,26.8,27.8
Icebox,1,CT,T,223.2,190.6,15.2,12.0,11,8,8,11,76,60,60,76,3,-3,0.6,-0.6,30.0,23.6
Breeze,-1,T,CT,176.6,223.8,12.6,17.0,7,14,14,7,63,85,85,63,-7,7,-1.4,1.4,30.8,26.0
Ascent,1,CT,T,217.0,195.0,16.2,12.6,12,8,8,12,81,63,63,81,4,-4,0.8,-0.8,26.2,21.4
Split,1,T,CT,216.6,211.2,22.0,21.2,13,17,17,13,110,106,106,110,-4,4,-0.8,0.8,25.6,21.2
Breeze,1,CT,T,206.6,178.8,17.2,15.4,13,11,11,13,86,77,77,86,2,-2,0.4,-0.4,31.4,25.8
Ascent,1,T,CT,212.4,167.2,16.2,11.8,15,6,6,15,81,59,59,81,9,-9,1.8,-1.8,26.4,24.8
Icebox,-1,CT,T,175.0,219.2,12.0,16.8,6,15,15,6,60,84,84,60,-9,9,-1.8,1.8,24.2,27.0
Bind,-1,T,CT,187.6,194.2,14.8,15.4,9,14,14,9,74,77,79,74,-5,5,-1.0,1.0,32.0,24.2
Icebox,-1,CT,T,192.8,224.8,10.8,13.6,9,8,8,9,54,68,68,54,1,-1,0.2,-0.2,30.0,20.6
Split,-1,T,CT,155.0,251.8,8.4,15.8,4,13,13,4,42,79,79,42,-9,9,-1.8,1.8,29.2,19.2
Breeze,-1,CT,T,167.2,192.4,12.8,15.2,8,14,14,8,64,76,76,64,-6,6,-1.2,1.2,33.2,30.8
Icebox,-1,T,CT,152.6,256.8,7.0,14.8,6,9,9,6,35,74,74,35,-3,3,-0.6,0.6,32.8,28.8
Ascent,-1,CT,T,176.6,209.0,13.6,17.2,11,12,12,11,68,86,86,68,-1,1,-0.2,0.2,30.0,28.6
Icebox,1,CT,T,223.2,190.6,15.2,12.0,11,8,8,11,76,60,60,76,3,-3,0.6,-0.6,30.0,23.6
Breeze,-1,T,CT,176.6,223.8,12.6,17.0,7,14,14,7,63,85,85,63,-7,7,-1.4,1.4,30.8,26.0
Ascent,1,CT,T,217.0,195.0,16.2,12.6,12,8,8,12,81,63,63,81,4,-4,0.8,-0.8,26.2,21.4
Split,1,T,CT,216.6,211.2,22.0,21.2,13,17,17,13,110,106,106,110,-4,4,-0.8,0.8,25.6,21.2
Breeze,-1,CT,T,167.2,192.4,12.8,15.2,8,14,14,8,64,76,76,64,-6,6,-1.2,1.2,33.2,30.8
Icebox,-1,T,CT,152.6,256.8,7.0,14.8,6,9,9,6,35,74,74,35,-3,3,-0.6,0.6,32.8,28.8
Ascent,-1,CT,T,176.6,209.0,13.6,17.2,11,12,12,11,68,86,86,68,-1,1,-0.2,0.2,30.0,28.6
Icebox,-1,CT,T,192.8,224.8,10.8,13.6,9,8,8,9,54,68,68,54,1,-1,0.2,-0.2,30.0,20.6
Split,-1,T,CT,155.0,251.8,8.4,15.8,4,13,13,4,42,79,79,42,-9,9,-1.8,1.8,29.2,19.2
Split,-1,T,CT,159.0,263.0,6.2,13.2,5,8,8,5,31,66,66,31,-3,3,-0.6,0.6,20.0,26.0
Haven,-1,CT,T,210.4,208.6,17.4,16.6,13,10,10,13,87,83,83,87,3,-3,0.6,-0.6,26.8,27.8
Breeze,1,CT,T,206.6,178.8,17.2,15.4,13,11,11,13,86,77,77,86,2,-2,0.4,-0.4,31.4,25.8
Ascent,1,T,CT,212.4,167.2,16.2,11.8,15,6,6,15,81,59,59,81,9,-9,1.8,-1.8,26.4,24.8
Bind,1,T,CT,203.8,193.4,17.0,15.4,10,14,14,10,85,77,77,85,-4,4,-0.8,0.8,19.0,23.4
Haven,1,CT,T,199.2,199.8,16.2,15.0,14,9,9,14,81,75,75,81,5,-5,1.0,-1.0,27.4,24.4
Bind,1,CT,T,229.2,193.6,16.4,13.0,12,8,8,12,82,65,65,82,4,-4,0.8,-0.8,30.2,25.2
Ascent,-1,T,CT,202.0,218.2,18.2,19.6,12,14,14,12,91,98,98,91,-2,2,-0.4,0.4,23.6,23.0
Haven,1,CT,T,230.2,148.2,13.8,7.0,10,6,6,10,69,35,35,69,4,-4,0.8,-0.8,22.4,16.6
Bind,-1,T,CT,183.6,220.6,11.6,15.6,8,12,12,8,58,78,78,58,-4,4,-0.8,0.8,26.8,26.6
Icebox,-1,T,CT,170.8,224.0,13.0,17.0,12,10,10,12,65,85,85,65,2,-2,0.4,-0.4,24.4,29.6
Ascent,-1,T,CT,195.4,226.4,13.0,15.8,9,11,11,9,65,79,79,65,-2,2,-0.4,0.4,28.0,19.0
Breeze,-1,CT,T,203.4,202.8,18.6,18.6,13,13,13,13,93,93,93,93,0,0,0.0,0.0,25.8,24.6
Breeze,-1,T,CT,200.0,219.0,14.4,16.4,10,11,11,10,72,82,82,72,-1,1,-0.2,0.2,29.2,22.8
Haven,1,CT,T,217.8,182.8,15.8,12.8,11,9,9,11,79,64,64,79,2,-2,0.4,-0.4,28.0,22.0
Icebox,1,CT,T,228.0,191.6,14.8,11.4,11,7,7,11,74,57,57,74,4,-4,0.8,-0.8,29.4,22.4
Breeze,1,T,CT,181.8,211.6,14.8,18.0,11,13,13,11,74,90,90,74,-2,2,-0.4,0.4,28.4,30.4
Bind,-1,CT,T,160.2,238.4,9.2,14.4,6,11,11,6,46,72,72,46,-5,5,-1.0,1.0,18.4,32.6
Split,-1,CT,T,217.2,214.8,18.6,19.2,14,12,12,14,93,96,96,93,2,-2,0.4,-0.4,18.6,25.6
Bind,1,CT,T,244.0,173.4,14.8,9.8,11,6,6,11,74,49,49,75,5,-5,1.0,-1.0,22.4,26.2
Fracture,1,T,CT,233.0,150.4,12.8,7.2,9,6,6,9,64,36,36,64,3,-3,0.6,-0.6,19.2,22.8
Bind,1,CT,T,196.6,202.2,17.4,17.4,3,23,23,3,87,87,87,87,-20,20,-4.0,4.0,26.4,20.2
Split,1,T,CT,216.8,178.8,14.4,11.2,8,11,11,8,72,56,56,72,-3,3,-0.6,0.6,23.2,32.2
Haven,-1,CT,T,200.6,201.4,16.0,16.4,12,11,11,12,80,82,82,80,1,-1,0.2,-0.2,23.4,24.6
Icebox,1,T,CT,195.6,178.2,15.0,14.0,9,14,14,9,75,70,70,75,-5,5,-1.0,1.0,23.4,15.8
Haven,-1,T,CT,185.6,217.8,12.6,16.4,10,11,11,10,63,82,82,63,-1,1,-0.2,0.2,21.0,28.6
Fracture,-1,CT,T,174.2,236.2,10.6,15.4,7,11,11,7,53,77,77,53,-4,4,-0.8,0.8,20.6,25.6
Ascent,1,CT,T,216.4,197.8,17.0,16.0,13,10,10,13,85,80,80,85,3,-3,0.6,-0.6,32.4,32.0
Haven,1,T,CT,234.4,169.4,15.0,9.2,9,8,8,9,75,46,46,75,1,-1,0.2,-0.2,33.2,29.4
Ascent,1,CT,T,236.4,158.2,15.6,10.0,11,8,8,11,78,50,50,78,3,-3,0.6,-0.6,24.2,19.2
Haven,1,T,CT,214.8,193.4,16.0,14.0,11,10,10,11,80,70,70,80,1,-1,0.2,-0.2,23.8,22.4
Ascent,-1,T,CT,208.2,201.0,20.2,19.6,16,12,12,16,101,98,98,101,4,-4,0.8,-0.8,25.6,31.6
Bind,1,CT,T,235.4,167.4,16.2,10.4,12,7,7,12,81,52,52,81,5,-5,1.0,-1.0,28.4,25.6
Haven,1,T,CT,206.2,165.2,14.4,10.8,14,6,6,14,72,54,54,72,8,-8,1.6,-1.6,27.4,23.8
Haven,-1,T,CT,167.0,234.4,11.0,15.8,9,10,10,9,55,79,79,55,-1,1,-0.2,0.2,31.0,19.8
Icebox,-1,T,CT,157.8,233.0,9.8,16.6,4,15,15,4,49,83,83,49,-11,11,-2.2,2.2,24.2,21.4
Haven,-1,CT,T,164.2,239.4,7.4,13.6,2,13,13,2,37,68,68,37,-11,11,-2.2,2.2,22.6,26.6
Ascent,-1,T,CT,144.6,246.4,6.2,13.2,4,10,10,4,31,66,66,31,-6,6,-1.2,1.2,19.0,26.2
Bind,1,CT,T,196.6,202.2,17.4,17.4,3,23,23,3,87,87,87,87,-20,20,-4.0,4.0,26.4,20.2
Split,1,T,CT,216.8,178.8,14.4,11.2,8,11,11,8,72,56,56,72,-3,3,-0.6,0.6,23.2,32.2
Haven,-1,CT,T,200.6,201.4,16.0,16.4,12,11,11,12,80,82,82,80,1,-1,0.2,-0.2,23.4,24.6
Icebox,1,T,CT,195.6,178.2,15.0,14.0,9,14,14,9,75,70,70,75,-5,5,-1.0,1.0,23.4,15.8
Haven,-1,CT,T,164.2,239.4,7.4,13.6,2,13,13,2,37,68,68,37,-11,11,-2.2,2.2,22.6,26.6
Ascent,-1,T,CT,144.6,246.4,6.2,13.2,4,10,10,4,31,66,66,31,-6,6,-1.2,1.2,19.0,26.2
Haven,-1,T,CT,167.0,234.4,11.0,15.8,9,10,10,9,55,79,79,55,-1,1,-0.2,0.2,31.0,19.8
Icebox,-1,T,CT,157.8,233.0,9.8,16.6,4,15,15,4,49,83,83,49,-11,11,-2.2,2.2,24.2,21.4
Bind,1,CT,T,244.0,173.4,14.8,9.8,11,6,6,11,74,49,49,75,5,-5,1.0,-1.0,22.4,26.2
Fracture,1,T,CT,233.0,150.4,12.8,7.2,9,6,6,9,64,36,36,64,3,-3,0.6,-0.6,19.2,22.8
Ascent,-1,T,CT,208.2,201.0,20.2,19.6,16,12,12,16,101,98,98,101,4,-4,0.8,-0.8,25.6,31.6
Bind,1,CT,T,235.4,167.4,16.2,10.4,12,7,7,12,81,52,52,81,5,-5,1.0,-1.0,28.4,25.6
Haven,1,T,CT,206.2,165.2,14.4,10.8,14,6,6,14,72,54,54,72,8,-8,1.6,-1.6,27.4,23.8
Fracture,1,T,CT,228.8,186.4,17.8,14.6,12,10,10,12,89,73,73,89,2,-2,0.4,-0.4,19.4,27.2
Split,1,CT,T,197.4,190.8,14.6,13.4,11,10,10,11,73,67,67,73,1,-1,0.2,-0.2,28.2,26.2
Ascent,1,CT,T,229.0,174.2,15.4,11.2,11,8,8,11,77,56,56,78,3,-3,0.6,-0.6,30.6,26.2
Bind,1,CT,T,205.6,219.0,17.2,18.2,15,9,9,15,86,91,91,86,6,-6,1.2,-1.2,25.6,25.0
Bind,-1,CT,T,194.4,211.8,13.2,16.4,9,12,12,9,66,82,82,66,-3,3,-0.6,0.6,31.6,34.6
Ascent,1,T,CT,205.0,200.8,17.0,16.8,12,12,12,12,85,84,84,85,0,0,0.0,0.0,25.8,22.8
Haven,1,T,CT,225.6,137.6,12.6,6.2,12,3,3,12,63,31,31,63,9,-9,1.8,-1.8,29.2,18.6
Ascent,1,CT,T,209.0,194.8,16.8,15.6,13,10,10,13,84,78,79,84,3,-3,0.6,-0.6,19.2,30.4
Haven,-1,CT,T,188.8,192.2,15.2,16.0,10,14,14,10,76,80,80,76,-4,4,-0.8,0.8,24.0,28.2
Icebox,1,T,CT,203.4,174.8,14.6,12.6,12,9,9,12,73,63,63,73,3,-3,0.6,-0.6,19.8,29.2
Breeze,1,T,CT,219.4,190.4,16.6,13.4,12,9,9,12,83,67,68,83,3,-3,0.6,-0.6,29.4,22.0
Split,1,T,CT,242.0,184.2,13.0,9.2,11,4,4,11,65,46,46,65,7,-7,1.4,-1.4,31.6,21.4
Haven,1,T,CT,196.8,174.0,17.8,15.8,15,11,11,15,89,79,79,89,4,-4,0.8,-0.8,32.4,22.8
Fracture,1,T,CT,220.4,156.8,13.6,8.4,11,6,6,11,68,42,42,68,5,-5,1.0,-1.0,26.4,23.8
Ascent,1,CT,T,237.8,170.8,13.6,8.0,9,6,6,9,68,40,40,68,3,-3,0.6,-0.6,25.0,28.0
Ascent,1,CT,T,214.6,175.6,16.2,12.6,13,8,8,13,81,63,63,81,5,-5,1.0,-1.0,27.0,20.6
Haven,-1,T,CT,190.6,223.2,13.6,17.0,6,15,15,6,68,85,85,69,-9,9,-1.8,1.8,26.8,26.4
Split,1,T,CT,226.6,196.6,16.2,13.2,8,12,12,8,81,66,66,81,-4,4,-0.8,0.8,32.4,17.8
Bind,-1,T,CT,156.6,216.4,10.4,15.6,6,15,15,6,52,78,78,52,-9,9,-1.8,1.8,31.2,29.8
Breeze,-1,CT,T,188.4,215.6,12.4,15.4,9,11,11,9,62,77,77,62,-2,2,-0.4,0.4,33.4,30.2
Haven,-1,CT,T,145.6,234.8,8.0,14.8,4,13,13,4,40,74,74,40,-9,9,-1.8,1.8,33.4,25.4
Ascent,-1,T,CT,203.8,192.8,18.4,17.2,17,9,9,17,92,86,86,92,8,-8,1.6,-1.6,32.0,17.4
Haven,1,T,CT,209.6,170.4,16.0,12.8,10,12,12,10,80,64,64,80,-2,2,-0.4,0.4,29.2,30.4
Ascent,1,CT,T,263.6,115.2,13.8,4.4,7,7,7,7,69,22,22,69,0,0,0.0,0.0,23.0,16.6
Bind,1,T,CT,244.2,155.6,13.6,7.2,9,6,6,9,68,36,36,68,3,-3,0.6,-0.6,24.4,27.6
Haven,1,T,CT,196.8,174.0,17.8,15.8,15,11,11,15,89,79,79,89,4,-4,0.8,-0.8,32.4,22.8
Fracture,1,T,CT,220.4,156.8,13.6,8.4,11,6,6,11,68,42,42,68,5,-5,1.0,-1.0,26.4,23.8
Ascent,1,CT,T,237.8,170.8,13.6,8.0,9,6,6,9,68,40,40,68,3,-3,0.6,-0.6,25.0,28.0
Haven,1,T,CT,209.6,170.4,16.0,12.8,10,12,12,10,80,64,64,80,-2,2,-0.4,0.4,29.2,30.4
Ascent,1,CT,T,263.6,115.2,13.8,4.4,7,7,7,7,69,22,22,69,0,0,0.0,0.0,23.0,16.6
Bind,1,T,CT,244.2,155.6,13.6,7.2,9,6,6,9,68,36,36,68,3,-3,0.6,-0.6,24.4,27.6
Haven,-1,CT,T,145.6,234.8,8.0,14.8,4,13,13,4,40,74,74,40,-9,9,-1.8,1.8,33.4,25.4
Ascent,-1,T,CT,203.8,192.8,18.4,17.2,17,9,9,17,92,86,86,92,8,-8,1.6,-1.6,32.0,17.4
Breeze,1,T,CT,219.4,190.4,16.6,13.4,12,9,9,12,83,67,68,83,3,-3,0.6,-0.6,29.4,22.0
Split,1,T,CT,242.0,184.2,13.0,9.2,11,4,4,11,65,46,46,65,7,-7,1.4,-1.4,31.6,21.4
Bind,-1,T,CT,156.6,216.4,10.4,15.6,6,15,15,6,52,78,78,52,-9,9,-1.8,1.8,31.2,29.8
Breeze,-1,CT,T,188.4,215.6,12.4,15.4,9,11,11,9,62,77,77,62,-2,2,-0.4,0.4,33.4,30.2
Haven,1,CT,T,209.6,191.2,17.6,14.4,13,10,10,13,88,72,72,88,3,-3,0.6,-0.6,23.4,15.4
Bind,1,T,CT,232.8,174.8,20.0,13.8,20,4,4,20,100,69,69,100,16,-16,3.2,-3.2,26.4,23.8
Ascent,1,T,CT,215.2,210.2,21.2,20.8,15,13,13,15,106,104,104,106,2,-2,0.4,-0.4,20.0,23.2
Haven,-1,CT,T,196.8,224.0,15.2,18.4,11,12,12,11,76,92,92,77,-1,1,-0.2,0.2,20.0,32.4
Breeze,1,CT,T,215.2,187.0,16.0,13.0,13,8,8,13,80,65,65,80,5,-5,1.0,-1.0,23.6,20.4
Bind,-1,CT,T,158.0,239.4,9.2,15.6,5,13,13,5,46,78,78,46,-8,8,-1.6,1.6,27.6,22.0
Fracture,-1,CT,T,199.8,198.2,18.4,17.6,10,16,16,10,92,88,88,92,-6,6,-1.2,1.2,28.0,26.4
Haven,1,CT,T,234.0,189.0,18.4,14.2,13,9,9,13,92,71,71,92,4,-4,0.8,-0.8,30.8,28.4
Split,1,T,CT,215.4,165.0,14.8,10.8,12,8,8,12,74,54,54,74,4,-4,0.8,-0.8,25.6,21.2
Ascent,-1,CT,T,169.4,214.8,9.6,13.4,8,9,9,8,48,67,67,48,-1,1,-0.2,0.2,28.4,21.4
Bind,1,T,CT,208.4,180.8,14.8,11.4,12,7,7,12,74,57,57,74,5,-5,1.0,-1.0,25.4,21.4
Haven,-1,CT,T,198.0,205.8,16.8,17.2,13,11,11,13,84,86,86,84,2,-2,0.4,-0.4,25.0,20.2
Bind,-1,T,CT,198.2,228.4,13.4,16.6,9,11,11,9,67,83,83,67,-2,2,-0.4,0.4,22.8,26.6
Haven,-1,T,CT,193.6,195.2,16.0,15.8,9,15,15,9,80,79,79,80,-6,6,-1.2,1.2,26.6,23.4
Icebox,-1,T,CT,211.8,209.6,20.4,20.2,12,16,16,12,102,101,101,102,-4,4,-0.8,0.8,21.2,21.4
Split,-1,CT,T,180.2,227.6,10.2,13.4,6,11,11,6,51,67,67,51,-5,5,-1.0,1.0,19.2,22.6
Fracture,1,CT,T,226.0,188.8,14.0,11.0,8,9,9,8,70,55,55,70,-1,1,-0.2,0.2,23.2,29.4
Split,-1,T,CT,193.8,226.8,13.6,16.6,10,11,11,10,68,83,83,68,-1,1,-0.2,0.2,24.2,20.4
Icebox,1,T,CT,226.2,202.8,15.4,12.6,10,9,9,10,77,63,63,77,1,-1,0.2,-0.2,26.4,28.0
Breeze,-1,T,CT,212.4,206.8,17.8,17.0,10,14,14,10,89,85,85,89,-4,4,-0.8,0.8,18.4,27.0
Haven,1,CT,T,227.6,194.4,17.2,14.0,12,9,9,12,86,70,70,86,3,-3,0.6,-0.6,18.8,24.8
Haven,1,CT,T,211.0,205.4,20.4,19.8,15,13,13,15,102,99,99,102,2,-2,0.4,-0.4,18.6,21.2
Breeze,-1,T,CT,173.4,216.2,11.6,15.2,8,12,12,8,58,76,76,58,-4,4,-0.8,0.8,21.4,28.8
Bind,1,T,CT,225.0,189.4,16.4,13.4,12,9,9,12,82,67,67,82,3,-3,0.6,-0.6,20.8,21.4
Breeze,1,T,CT,195.0,195.8,16.2,15.4,12,11,11,12,81,77,77,81,1,-1,0.2,-0.2,28.6,27.4
Haven,-1,CT,T,173.0,218.2,10.8,14.2,7,11,11,7,54,71,71,54,-4,4,-0.8,0.8,30.2,27.2
Ascent,1,CT,T,217.4,175.0,15.0,11.2,8,11,11,8,75,56,56,75,-3,3,-0.6,0.6,28.2,27.6
Ascent,1,T,CT,215.2,177.8,18.2,14.8,18,6,6,18,91,74,74,91,12,-12,2.4,-2.4,21.0,16.2
Haven,1,T,CT,230.8,140.8,13.4,7.4,9,7,7,9,67,37,37,67,2,-2,0.4,-0.4,26.2,17.8
Ascent,-1,CT,T,193.6,205.0,16.4,16.8,12,12,12,12,82,84,84,82,0,0,0.0,0.0,26.6,26.4
Breeze,-1,T,CT,172.4,202.6,13.6,15.4,10,12,12,10,68,77,77,68,-2,2,-0.4,0.4,28.4,26.4
Split,-1,CT,T,219.0,213.4,16.4,16.0,12,9,9,12,82,80,80,82,3,-3,0.6,-0.6,20.4,24.0
Haven,1,T,CT,203.0,176.2,13.8,11.0,8,11,11,8,69,55,55,69,-3,3,-0.6,0.6,22.6,29.6
Ascent,1,T,CT,213.4,165.0,15.4,10.8,10,10,10,10,77,54,54,77,0,0,0.0,0.0,19.8,33.0
Ascent,1,CT,T,208.2,198.6,16.2,16.0,11,12,12,11,81,80,80,81,-1,1,-0.2,0.2,25.6,21.8
Bind,-1,CT,T,166.8,219.4,9.4,13.8,6,11,11,6,47,69,69,47,-5,5,-1.0,1.0,30.6,23.4
Haven,-1,T,CT,200.8,208.6,17.8,19.0,12,14,14,12,89,95,95,89,-2,2,-0.4,0.4,21.6,19.8
Fracture,1,CT,T,226.0,188.8,14.0,11.0,8,9,9,8,70,55,55,70,-1,1,-0.2,0.2,23.2,29.4
Split,-1,T,CT,193.8,226.8,13.6,16.6,10,11,11,10,68,83,83,68,-1,1,-0.2,0.2,24.2,20.4
Icebox,1,T,CT,226.2,202.8,15.4,12.6,10,9,9,10,77,63,63,77,1,-1,0.2,-0.2,26.4,28.0
Breeze,-1,T,CT,212.4,206.8,17.8,17.0,10,14,14,10,89,85,85,89,-4,4,-0.8,0.8,18.4,27.0
Haven,1,CT,T,227.6,194.4,17.2,14.0,12,9,9,12,86,70,70,86,3,-3,0.6,-0.6,18.8,24.8
Ascent,1,CT,T,208.2,198.6,16.2,16.0,11,12,12,11,81,80,80,81,-1,1,-0.2,0.2,25.6,21.8
Bind,-1,CT,T,166.8,219.4,9.4,13.8,6,11,11,6,47,69,69,47,-5,5,-1.0,1.0,30.6,23.4
Haven,-1,T,CT,200.8,208.6,17.8,19.0,12,14,14,12,89,95,95,89,-2,2,-0.4,0.4,21.6,19.8
Split,-1,CT,T,219.0,213.4,16.4,16.0,12,9,9,12,82,80,80,82,3,-3,0.6,-0.6,20.4,24.0
Haven,1,T,CT,203.0,176.2,13.8,11.0,8,11,11,8,69,55,55,69,-3,3,-0.6,0.6,22.6,29.6
Ascent,1,T,CT,213.4,165.0,15.4,10.8,10,10,10,10,77,54,54,77,0,0,0.0,0.0,19.8,33.0
Icebox,-1,T,CT,211.8,209.6,20.4,20.2,12,16,16,12,102,101,101,102,-4,4,-0.8,0.8,21.2,21.4
Split,-1,CT,T,180.2,227.6,10.2,13.4,6,11,11,6,51,67,67,51,-5,5,-1.0,1.0,19.2,22.6
Ascent,-1,CT,T,193.6,205.0,16.4,16.8,12,12,12,12,82,84,84,82,0,0,0.0,0.0,26.6,26.4
Breeze,-1,T,CT,172.4,202.6,13.6,15.4,10,12,12,10,68,77,77,68,-2,2,-0.4,0.4,28.4,26.4
Ascent,1,CT,T,243.0,159.4,13.6,7.2,10,5,5,10,68,36,36,68,5,-5,1.0,-1.0,19.6,21.2
Breeze,1,T,CT,213.4,197.2,15.8,13.6,13,8,8,13,79,68,68,79,5,-5,1.0,-1.0,28.2,19.8
Haven,-1,CT,T,176.8,217.0,13.2,17.4,10,12,12,10,66,87,87,66,-2,2,-0.4,0.4,20.2,34.2
Bind,-1,T,CT,190.8,226.2,13.2,16.6,8,13,13,8,66,83,83,66,-5,5,-1.0,1.0,18.0,33.0
Split,1,T,CT,230.4,182.2,13.0,9.0,9,7,7,9,65,45,45,65,2,-2,0.4,-0.4,18.4,29.6
Haven,1,CT,T,242.0,176.6,15.2,9.6,11,6,6,11,76,48,48,76,5,-5,1.0,-1.0,23.8,32.0
Split,1,T,CT,230.4,182.2,13.0,9.0,9,7,7,9,65,45,45,65,2,-2,0.4,-0.4,18.4,29.6
